Time,#Frame,Speed_X,Speed_Y,Speed_Z,Speed_Mag,Angular_Speed_X,Angular_Speed_Y,Angular_Speed_Z,Angular_Speed_Mag,Center_of_mass_X,Center_of_mass_Y,Center_of_mass_Z,
12-12-22-567, 1289, 0, 0, 0, 0,0, 0, 0, 0, 0, 0, 0
12-12-22-735, 1290, 0, 0, 0, 0,0, 0, 0, 0, 0, 0, 0
12-12-22-770, 1291, 0, 1.499999, 508.3828, 508.385,0, -1.947072E-05, 0, 1.947072E-05, 0, 0, 0
12-12-22-804, 1292, 0, 0, 3.780317, 3.780317,0, 0, 0, 0, 0, 0, 0
12-12-22-836, 1293, 0, 0, 2.595186, 2.595186,0, 0, 0, 0, 0, 0, 0
12-12-22-864, 1294, 0, 0, 2.49877, 2.49877,0, 0, 0, 0, 0, 0, 0
12-12-22-903, 1295, 0, 0, 2.484369, 2.484369,0, 0, 0, 0, 0, 0, 0
12-12-22-930, 1296, 0, 0, 2.10681, 2.10681,0, 0, 0, 0, 0, 0, 0
12-12-22-953, 1297, 0, 0, 1.916885, 1.916885,0, 0, 0, 0, 0, 0, 0
12-12-22-982, 1298, 0, 0, 2.089071, 2.089071,0, 0, 0, 0, 0, 0, 0
12-12-23-016, 1299, 0, 0, 2.47612, 2.47612,0, 0, 0, 0, 0, 0, 0
12-12-23-054, 1300, 0, 0, 1.245451, 1.245451,0, 0, 0, 0, 0, 0, 0
12-12-23-086, 1301, 0, 0, 1.399469, 1.399469,0, 0, 0, 0, 0, 0, 0
12-12-23-125, 1302, 0, 0, 1.524162, 1.524162,0, 0, 0, 0, 0, 0, 0
12-12-23-154, 1303, 0, 0, 0.993824, 0.993824,0, 0, 0, 0, 0, 0, 0
12-12-23-185, 1304, 0, 0, 0.8657932, 0.8657932,0, 0, 0, 0, 0, 0, 0
12-12-23-219, 1305, 0, 0, 1.558638, 1.558638,0, 0, 0, 0, 0, 0, 0
12-12-23-259, 1306, 0, 0, 0.9617329, 0.9617329,0, 0, 0, 0, 0, 0, 0
12-12-23-287, 1307, 0, 0, 1.083803, 1.083803,0, 0, 0, 0, 0, 0, 0
12-12-23-316, 1308, 0, 0, 0.817728, 0.817728,0, 0, 0, 0, 0, 0, 0
12-12-23-349, 1309, 0, 0, 0.5461216, 0.5461216,0, 0, 0, 0, 0, 0, 0
12-12-23-374, 1310, 0, 0, 0.7292747, 0.7292747,0, 0, 0, 0, 0, 0, 0
12-12-23-414, 1311, 0, 0, 0.9446621, 0.9446621,0, 0, 0, 0, 0, 0, 0
12-12-23-441, 1312, 0, 0, 0.4458904, 0.4458904,0, 0, 0, 0, 0, 0, 0
12-12-23-472, 1313, 0, 0, 0.5403519, 0.5403519,0, 0, 0, 0, 0, 0, 0
12-12-23-515, 1314, 0, 0, 0.4733086, 0.4733086,0, 0, 0, 0, 0, 0, 0
12-12-23-542, 1315, 0, 0, 0.5617142, 0.5617142,0, 0, 0, 0, 0, 0, 0
12-12-23-574, 1316, 0, 0, 0.4069805, 0.4069805,0, 0, 0, 0, 0, 0, 0
12-12-23-615, 1317, 0, 0, 0.3279209, 0.3279209,0, 0, 0, 0, 0, 0, 0
12-12-23-652, 1318, 0, 0, 0.3996849, 0.3996849,0, 0, 0, 0, 0, 0, 0
12-12-23-688, 1319, 0, 0, 0.3247261, 0.3247261,0, 0, 0, 0, 0, 0, 0
12-12-23-720, 1320, 0, 0, 0.5260468, 0.5260468,0, 0, 0, 0, 0, 0, 0
