1612385943.000000, 1612385943.000000, 1612385943.000000
32.000000, 32.000000, 32.000000
-18,14,62
-18,14,62
-18,14,61
-18,13,61
-18,13,62
-19,14,61
-18,14,62
-18,13,62
-18,13,61
-18,13,62
-18,14,61
-19,14,61
-18,14,62
-18,13,62
-18,14,61
-19,13,61
-18,13,61
-19,13,62
-18,13,61
-18,14,61
-19,13,61
-18,13,62
-18,14,62
-18,14,62
-18,13,61
-18,13,61
-19,13,61
-19,13,61
-18,14,61
-19,13,61
-18,13,61
-18,13,62
-19,13,61
-19,13,61
-19,13,62
-18,13,62
-18,13,62
-18,13,61
-19,13,62
-19,13,62
-19,13,62
-19,13,62
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,13,61
-19,13,61
-19,13,62
-19,13,61
-19,13,62
-19,13,62
-19,13,62
-19,13,62
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,13,61
-19,13,62
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,13,61
-19,13,62
-19,13,61
-19,13,61
-19,13,62
-19,12,62
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,62
-19,13,61
-19,13,61
-19,13,62
-19,13,61
-19,13,62
-19,13,62
-19,13,62
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,62
-19,13,61
-19,13,61
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,14,61
-19,14,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,62
-19,13,61
-19,13,61
-19,12,61
-19,13,61
-19,13,61
-20,13,61
-20,13,61
-20,13,61
-19,13,61
-19,13,62
-20,12,61
-19,12,62
-19,12,61
-19,12,62
-20,12,61
-20,13,62
-19,12,62
-19,13,61
-20,12,61
-20,12,61
-20,13,61
-19,13,61
-20,13,61
-19,12,62
-20,12,61
-20,12,61
-20,12,62
-19,12,61
-19,12,62
-19,13,61
-19,13,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-19,12,61
-19,12,61
-19,12,62
-20,12,61
-20,13,62
-20,12,61
-20,13,61
-19,12,62
-20,12,61
-20,12,61
-20,12,62
-20,13,61
-20,13,61
-19,12,61
-19,12,61
-19,12,61
-19,12,61
-19,13,62
-20,13,61
-19,12,61
-19,13,61
-19,13,61
-19,13,61
-20,12,61
-19,13,61
-19,13,61
-20,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-20,13,62
-19,12,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,12,61
-19,13,61
-20,13,61
-19,13,61
-20,13,61
-19,13,62
-19,13,61
-20,13,62
-20,13,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-20,13,62
-20,12,61
-20,12,61
-20,12,62
-19,12,62
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-21,12,61
-20,12,62
-20,12,61
-20,12,61
-21,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-21,12,62
-20,12,61
-20,11,62
-21,12,61
-20,13,60
-20,13,60
-20,12,62
-20,12,62
-21,12,62
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,13,61
-20,12,61
-20,12,62
-20,12,61
-20,13,61
-20,13,61
-20,13,61
-20,13,61
-20,12,61
-20,13,61
-20,13,61
-20,13,61
-20,13,62
-20,13,61
-20,13,61
-20,12,61
-20,13,61
-20,13,61
-20,13,61
-20,12,61
-20,12,61
-20,13,61
-20,13,61
-20,13,61
-19,12,61
-20,13,61
-20,13,61
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,11,62
-20,12,61
-21,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,62
-20,12,62
-21,12,61
-21,12,61
-20,12,61
-20,12,61
-20,12,61
-20,11,61
-20,12,61
-20,12,61
-21,12,61
-20,11,61
-20,11,62
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,61
-20,12,62
-20,12,61
-21,12,61
-20,12,61
-20,13,61
-20,13,62
-20,13,61
-20,12,61
-20,12,61
-20,12,61
-19,12,61
-20,13,61
-20,13,62
-19,14,61
-18,14,61
-18,14,61
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,61
-19,13,62
-19,13,62
-19,13,61
-19,14,61
-19,14,61
-19,13,61
-20,13,62
-19,13,63
-19,13,62
-19,14,61
-19,13,61
-20,13,61
-20,13,62
-19,13,61
-19,12,60
-21,12,62
-20,12,61
-20,13,60
-20,13,62
-20,13,62
-19,13,61
-20,13,61
-20,12,62
-20,11,62
-21,12,61
-21,12,61
-20,13,61
-20,13,61
-20,12,61
-20,12,62
-21,12,61
-21,12,61
-20,12,61
-20,12,61
-21,13,61
-21,12,61
-21,12,61
-21,12,61
-20,12,61
-21,12,61
-20,12,61
-20,12,60
-20,12,61
-21,11,61
-22,11,62
-21,12,63
-21,12,60
-20,12,61
-21,12,62
-22,12,62
-22,11,62
-20,12,61
-20,14,60
-21,13,60
-20,11,61
-20,10,62
-21,10,62
-20,12,61
-19,13,62
-19,14,61
-20,13,61
-20,11,61
-21,11,61
-22,11,61
-21,12,61
-21,13,61
-21,13,61
-21,12,61
-21,11,62
-21,12,62
-21,12,61
-21,12,60
-21,11,61
-21,11,62
-22,12,61
-21,12,61
-21,12,61
-21,11,61
-21,12,62
-22,12,61
-20,12,61
-21,11,61
-21,11,61
-22,11,62
-21,10,61
-22,11,61
-22,11,61
-21,11,61
-21,11,61
-21,11,61
-21,11,61
-21,11,61
-20,11,60
-21,11,61
-22,11,62
-22,11,61
-22,11,61
-22,11,61
-23,10,60
-23,10,61
-23,11,62
-23,12,61
-20,11,60
-20,11,61
-21,10,62
-22,10,62
-21,11,63
-21,12,60
-22,12,60
-22,11,60
-22,11,61
-22,11,61
-22,11,61
-20,11,62
-20,11,61
-21,11,60
-21,11,61
-22,11,62
-22,12,60
-22,12,60
-21,11,61
-22,10,61
-22,10,61
-22,12,61
-22,13,60
-20,13,62
-20,12,60
-20,11,60
-21,11,63
-22,11,62
-21,12,60
-21,13,60
-20,13,61
-20,13,61
-20,13,61
-20,13,62
-20,12,61
-20,12,61
-20,13,61
-20,13,61
-20,13,61
-20,13,61
-20,13,61
-20,13,61
