1617752519.000000, 1617752519.000000, 1617752519.000000
32.000000, 32.000000, 32.000000
-64,-5,-4
-64,-5,-3
-64,-5,-3
-66,-6,-4
-63,-6,-2
-65,-6,-4
-63,-6,-3
-65,-6,-4
-64,-6,-4
-64,-6,-4
-64,-6,-4
-64,-6,-4
-65,-6,-3
-65,-6,-3
-65,-6,-3
-64,-6,-3
-64,-6,-4
-64,-6,-3
-64,-6,-3
-65,-6,-3
-65,-6,-4
-65,-6,-3
-64,-6,-3
-65,-6,-3
-64,-6,-3
-65,-6,-3
-65,-6,-3
-65,-6,-3
-65,-6,-3
-65,-6,-3
-65,-6,-3
-65,-6,-3
-65,-6,-4
-65,-6,-3
-64,-6,-3
-65,-6,-4
-64,-6,-3
-65,-6,-3
-65,-6,-3
-64,-6,-3
-65,-6,-3
-64,-6,-3
-65,-6,-3
-65,-6,-3
-65,-6,-3
-65,-6,-4
-65,-6,-4
-65,-6,-4
-64,-6,-4
-65,-6,-4
-64,-6,-4
-64,-6,-4
-64,-5,-5
-62,-6,-4
-64,-6,-4
-66,-5,0
-67,-5,1
-68,-6,-1
-68,-3,-2
-71,-1,-2
-72,0,-3
-83,5,1
-75,4,2
-64,4,9
-64,6,14
-64,7,20
-63,3,24
-61,0,29
-46,-5,36
-41,-7,37
-42,-9,40
-44,-3,40
-34,-1,42
-12,6,53
-13,10,57
-18,14,52
-33,18,45
-52,22,47
-40,25,71
-43,24,73
-26,19,60
-22,21,56
-16,23,57
-6,26,61
-8,28,62
-13,26,60
-18,26,57
-16,28,56
-8,30,58
-13,31,55
-16,31,53
-15,29,54
-17,27,54
-20,22,56
-7,24,64
-5,22,63
-10,18,64
-10,16,65
-24,14,67
-24,10,63
-24,12,61
-25,16,55
-24,20,59
-18,26,60
-24,22,63
-28,17,60
-43,11,59
-48,6,59
-43,-7,55
-39,-16,47
-36,-18,44
-29,-20,54
-23,-19,57
-34,-15,51
-22,-7,57
-24,-6,60
-39,-2,49
-39,8,51
-41,11,55
-37,1,59
-35,-1,63
-40,-9,64
-47,-9,58
-48,-10,55
-52,-10,49
-52,-11,47
-52,-14,45
-45,-17,42
-47,-19,43
-51,-16,45
-52,-17,43
-50,-19,40
-44,-18,40
-44,-17,41
-42,-13,44
-40,-11,45
-38,-6,45
-37,1,47
-45,1,47
-47,-6,53
-46,-9,54
-47,-10,56
-51,-11,56
-51,-13,52
-40,-14,45
-29,-14,46
-34,-16,44
-35,-17,41
-38,-19,37
-47,-21,38
-66,-22,42
-64,-24,48
-46,-23,48
-40,-19,45
-42,-15,38
-50,-12,37
-53,-12,38
-56,-14,39
-55,-14,39
-52,-15,38
-51,-15,40
-52,-16,39
-52,-15,36
-51,-15,35
-51,-15,36
-52,-14,41
-51,-14,41
-50,-14,39
-51,-13,40
-53,-13,39
-52,-13,41
-54,-13,38
-56,-12,36
-51,-11,41
-52,-12,40
-50,-12,40
-51,-11,40
-51,-12,40
-50,-13,41
-50,-14,42
-48,-14,42
-48,-13,43
-50,-12,43
-47,-12,44
-48,-12,43
-48,-12,43
-50,-12,43
-48,-13,42
-48,-13,42
-49,-13,42
-48,-13,43
-47,-13,43
-47,-13,43
-49,-13,44
-51,-13,45
-50,-14,44
-47,-13,42
-47,-13,41
-48,-14,41
-47,-14,42
-48,-12,44
-47,-11,47
-47,-10,47
-46,-10,46
-47,-10,45
-48,-11,43
-47,-12,44
-47,-13,45
-48,-14,44
-49,-15,44
-49,-15,42
-49,-15,42
-49,-15,42
-49,-13,42
-49,-13,42
-49,-13,43
-49,-13,44
-47,-12,44
-46,-12,44
-49,-13,45
-51,-12,45
-49,-11,43
-48,-11,43
-47,-11,43
-48,-12,44
-50,-12,43
-49,-12,44
-49,-12,43
-49,-12,43
-48,-12,43
-48,-12,43
-49,-12,43
-49,-12,43
-49,-11,43
-49,-11,44
-48,-12,44
-49,-12,43
-49,-11,43
-48,-11,43
-49,-12,44
-49,-12,44
-48,-12,43
-48,-12,43
-49,-12,43
-48,-12,44
-49,-12,44
-49,-12,43
-49,-12,44
-49,-12,43
-48,-11,43
-48,-12,44
-49,-12,44
-48,-12,43
-48,-12,43
-49,-12,44
-48,-12,43
-49,-12,44
-48,-11,44
-48,-11,44
-48,-12,43
-48,-12,44
-48,-12,44
-49,-12,43
-49,-12,44
-49,-12,43
-48,-12,43
-49,-11,44
-48,-11,44
-48,-12,44
-48,-12,44
-48,-12,44
-48,-12,43
-48,-12,44
-48,-12,43
-48,-12,44
-48,-12,44
-48,-12,44
-48,-12,44
-48,-12,44
-49,-12,44
-48,-11,44
-48,-11,44
-48,-11,44
-48,-11,44
-48,-12,44
-49,-12,44
-48,-12,44
-48,-12,43
-48,-12,43
-48,-12,44
-49,-11,44
-49,-11,44
-49,-11,44
-49,-12,44
-48,-11,44
-48,-11,44
-49,-11,43
-49,-11,44
-49,-11,44
-49,-11,43
-48,-12,43
-49,-12,43
-49,-12,43
-49,-11,43
-49,-11,43
-48,-11,43
-49,-11,43
-48,-11,43
-49,-12,43
-49,-12,43
-49,-11,43
-49,-11,43
-49,-11,43
-48,-11,43
-49,-11,43
-49,-11,43
-48,-11,43
-48,-11,43
-49,-11,44
-49,-11,43
-50,-11,43
-49,-11,43
-49,-11,43
-48,-11,43
-48,-12,43
-49,-12,44
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-12,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-48,-11,43
-49,-11,43
-48,-11,43
-49,-12,43
-49,-12,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-12,43
-48,-12,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,44
-49,-11,43
-49,-12,43
-48,-12,43
-49,-12,43
-49,-11,43
-49,-11,43
-48,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-48,-11,43
-49,-12,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-12,43
-49,-13,43
-46,-14,44
-46,-12,43
-48,-10,42
-52,-9,43
-52,-10,43
-50,-13,44
-48,-13,44
-46,-12,43
-47,-11,42
-48,-11,43
-51,-11,43
-51,-12,43
-49,-12,43
-48,-11,43
-47,-11,43
-49,-11,43
-49,-11,44
-50,-11,44
-49,-11,43
-49,-11,43
-48,-11,43
-48,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-12,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-10,43
-49,-9,43
-50,-10,42
-51,-11,43
-49,-14,44
-44,-15,43
-45,-13,43
-47,-10,42
-51,-8,43
-53,-8,43
-53,-9,42
-53,-10,41
-49,-12,42
-46,-13,42
-47,-13,43
-47,-12,44
-48,-12,44
-50,-11,43
-50,-11,43
-50,-10,43
-49,-10,43
-48,-10,43
-48,-11,43
-49,-11,43
-49,-11,43
-50,-11,43
-50,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-50,-11,42
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-10,42
-49,-11,43
-49,-10,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,42
-49,-11,43
-49,-11,43
-50,-11,43
-50,-11,43
-49,-10,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,42
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-11,43
-49,-10,43
-49,-11,43
-49,-11,42
