Time,#Frame,HeadQRotationX,HeadQRotationY,HeadQRotationZ,HeadQRotationW,HeadEulX,HeadEulY,HeadEulZ,AspectRatio,CameraDepth,FOV,EyeConvergence,Velocity,
04-09-03-360, 1558, -0.02268744, -0.9955757, -0.09080081, -0.008341308, 349.6058, 178.7924, 2.720732, 0.90073, -1, 110.0223, 10, 0
04-09-03-766, 1559, -0.02262473, -0.9955862, -0.09070312, -0.008320176, 349.6169, 178.7958, 2.713062, 0.90073, -1, 110.0223, 10, 103.0507
04-09-03-834, 1560, -0.01930219, -0.993155, -0.1095836, -0.03552583, 347.5085, 175.6063, 2.707924, 0.90073, -1, 110.0223, 10, 5.841091
04-09-03-887, 1561, -0.0193201, -0.9931377, -0.1098344, -0.03522476, 347.4789, 175.6403, 2.707447, 0.90073, -1, 110.0223, 10, 0.006574173
04-09-03-931, 1562, -0.0191897, -0.993103, -0.1101134, -0.03540206, 347.4466, 175.6202, 2.695937, 0.90073, -1, 110.0223, 10, 0.00155443
04-09-03-979, 1563, -0.01932725, -0.9930913, -0.1101912, -0.03541337, 347.4383, 175.6168, 2.712524, 0.90073, -1, 110.0223, 10, 0.001548468
04-09-04-023, 1564, -0.01933019, -0.9930918, -0.1102337, -0.03526519, 347.433, 175.6339, 2.71118, 0.90073, -1, 110.0223, 10, 0.002341071
04-09-04-066, 1565, -0.01949968, -0.9930994, -0.1101005, -0.03537415, 347.4494, 175.6195, 2.731665, 0.90073, -1, 110.0223, 10, 0.002705102
04-09-04-121, 1566, -0.01920513, -0.9930812, -0.1102956, -0.03543802, 347.4258, 175.6151, 2.699131, 0.90073, -1, 110.0223, 10, 0.001162978
04-09-04-164, 1567, -0.01931942, -0.9931397, -0.1098115, -0.03523686, 347.4815, 175.639, 2.707406, 0.90073, -1, 110.0223, 10, 0.0006369515
04-09-04-209, 1568, -0.01934591, -0.9931518, -0.1097752, -0.03499604, 347.4851, 175.6669, 2.70723, 0.90073, -1, 110.0223, 10, 0.002065725
04-09-04-254, 1569, -0.01935697, -0.9930783, -0.1103678, -0.03521127, 347.4175, 175.6394, 2.714295, 0.90073, -1, 110.0223, 10, 0.0007085244
04-09-04-299, 1570, -0.01934315, -0.9930542, -0.1104311, -0.03569729, 347.4115, 175.5826, 2.719262, 0.90073, -1, 110.0223, 10, 0.003250585
04-09-04-341, 1571, -0.01946667, -0.9930586, -0.1104088, -0.0355767, 347.4143, 175.5952, 2.732002, 0.90073, -1, 110.0223, 10, 0.004183192
04-09-04-388, 1572, -0.01983822, -0.9929869, -0.1109911, -0.03556137, 347.3488, 175.5899, 2.778153, 0.90073, -1, 110.0223, 10, 0.00218061
04-09-04-430, 1573, -0.01929525, -0.9929612, -0.1113858, -0.0353409, 347.3004, 175.6212, 2.713981, 0.90073, -1, 110.0223, 10, 0.001358072
04-09-04-477, 1574, -0.01961166, -0.993012, -0.1108676, -0.03536848, 347.3615, 175.6158, 2.748591, 0.90073, -1, 110.0223, 10, 0.001483453
